sceneId,className,methodName,sumDuration,times
9,PieceStepOnResource,processCanBeFitForCalendar,1821,101250
9,PieceStepOnResource,workOrder,458,101250
9,Piece,lastPieceStep,406,101250
9,Piece,isFrozen,799,101250
9,PiecePlanner,piecePieceStepsMap,346,1
9,WorkOrder,quantityDiffer,560,1350
9,Piece,isScheduled,912,101250
9,Piece,assignments,567,101250
9,Piece,firstPieceStep,451,101250
9,KPIManager,kpiValueScheduledRatioForQuantity,0,1
9,KPIResourceUtilization,pieces,31,1
9,PieceStep,previousPieceSteps,513,101250
9,PieceStepOnResource,moveEarlierDuration,1015,101250
9,Piece,productName,582,101250
9,PieceStep,assignmentSuffixStartTime,278,101250
9,KPIDeliveryOnTimeRatioForQuantity,pieces,31,1
9,PieceStep,firstPieceStepFlag,319,101250
9,PieceStep,endTogether,201,101250
9,PieceStep,piecePlanner,419,101250
9,PieceStep,assignment,206,101250
9,WorkOrder,finishedQuantity,160,1350
9,PieceStepOnResource,suffixCanBeSplitForCalendar,1775,101250
9,Piece,pieceSizeQuantity,266,101250
9,PieceStepOnResource,startTogether,1028,101250
9,PieceStep,selectedPieceStepOnResource,933,101250
9,PieceStep,hasWIPLimitFlag,979,101250
9,Piece,isScheduledOnTime,605,101250
9,PieceStepOnResource,resourceGroupId,489,101250
9,PieceStep,previousPieceStepsForPreviousRoutingStepsNr,1023,101250
9,PieceStep,assignmentProcessEndTime,242,101250
9,PieceStep,assignmentEndTime,342,101250
9,PieceStep,batchDragLastStepFlag,1454,101250
9,KPIScheduledRatioForPieces,value,354,1
9,PieceStepOnResource,resourceGroupName,329,101250
9,PieceStepOnResource,pieceStepOnResourceWithVices,471,101250
9,Piece,workShop,494,101250
9,PieceStepOnResource,suffixOccupyCapacity,1769,101250
9,PieceStepOnResource,piecePlanner,651,101250
9,PieceStepOnResource,productionTime,287,101250
9,PieceStep,assignmentProcessEndTimeIgnorePreviousSteps,206,101250
9,KPIManager,kpiValueScheduledRatioForPieces,1,1
9,KPIManager,kpiValueDeliveryOnTimeRatioForQuantity,0,1
9,KPIResourceUtilizationContainsTimeInterval,pieces,31,1
9,PieceStep,moveEarlierForceFlag,420,101250
9,PieceStepOnResource,pieceSizeQuantity,287,101250
9,PieceStep,assignmentPrefixEndTime,232,101250
9,KPIScheduledRatioForQuantity,value,10,1
9,KPIScheduledRatioForWorkOrders,pieces,115,1
9,WorkOrder,freezedQuantity,154,1350
9,PieceStep,hasFeedback,296,101250
9,KPIDeliveryOnTimeRatioForPieces,value,299,1
9,PieceStep,assignmentSuffixEndTime,263,101250
9,PieceStep,hasMoveEarlierRuleFlag,177,101250
9,PieceStepOnResource,operationTypeId,262,101250
9,PieceStep,dragSingleAssignmentFlag,1057,101250
9,PieceStep,pieceSizeQuantity,258,101250
9,PieceStepOnResource,nextStepStartWithSuffixEndFlag,1966,101250
9,KPIScheduledRatioForPieces,pieces,31,1
9,PieceStepOnResource,productionSpeed,119249,101250
9,WorkOrder,isScheduled,76,1350
9,PieceStepOnResource,previousPieceStep,204,101250
9,PieceStep,lastPieceStepFlag,1164,101250
9,Piece,isStarted,392,101250
9,PieceStep,workOrderNr,252,101250
9,PieceStepOnResource,resourceName,334,101250
9,WorkOrder,startedQuantity,395,1350
9,PieceStep,previousRoutingStepsNr,506,101250
9,KPIDeliveryOnTimeRatioForWorkOrders,pieces,31,1
9,PieceStepOnResource,resourceId,330,101250
9,PieceStep,isScheduledOnTime,237,101250
9,PieceStepOnResource,isAllowedByKT,120000,101250
9,KPIManager,kpiValueScheduledRatioForWorkOrders,0,1
9,PieceStepOnResource,moveEarlierForceFlag,870,101250
9,PieceStepOnResource,endTogether,856,101250
9,PieceStepOnResource,suffixDescription,1612,101250
9,PieceStep,isFinishedByInitialization,464,101250
9,PieceStep,workShop,480,101250
9,Piece,plannedEndTime,579,101250
9,PieceStep,isFinished,193,101250
9,PieceStep,assignmentStartTime,491,101250
9,KPIScheduledRatioForWorkOrders,value,7,1
9,PieceStep,productName,209,101250
9,PieceStepOnResource,productId,275,101250
9,PieceStep,assignmentProcessStartTime,287,101250
9,Piece,dueDate,479,101250
9,Piece,workShopId,277,101250
9,PieceStep,dragWholeOrderFlag,1151,101250
9,PieceStep,sequenceNr,291,101250
9,KPIDeliveryOnTimeRatioForWorkOrders,value,3,1
9,PieceStep,workShopId,381,101250
9,PieceStep,allowedResourcesName,802,101250
9,PieceStep,processDuration,281,101250
9,PieceStepOnResource,leastSplitDuration,1068,101250
9,PieceStepOnResource,product,310,101250
9,PieceStep,earliestPossibleStart,567,101250
9,PieceStep,isScheduled,349,101250
9,PieceStep,assignmentPrefixStartTime,298,101250
9,PieceStepOnResource,processCanBeSplitForCalendar,1169,101250
9,PieceStep,pieceStepOnResources,795,101250
9,PieceStep,isFrozen,341,101250
9,PieceStep,feedbackAssignment,204,101250
9,PieceStepOnResource,isAllowed,557,101250
9,Piece,pieceSizeQuantityStringForEditPieceSize,449,101250
9,Piece,isFinished,398,101250
9,PieceStep,product,226,101250
9,PieceStep,assignmentProcessStartTimeIgnorePreviousSteps,235,101250
9,PieceStep,dragSinglePieceFlag,1040,101250
9,PieceStep,allowedResources,506,101250
9,PieceStep,startTogether,258,101250
9,PieceStep,moveEarlierDuration,197,101250
9,PieceStep,earliestStartTimeForNextStep,468,101250
9,Piece,lastFinishedOperationTypeId,471,101250
9,PieceStep,nextPieceStep,229,101250
9,KPISuffixSetupTotalTime,pieces,30,1
9,KPIDeliveryOnTimeRatioForPieces,pieces,34,1
9,PiecePlanner,pieceStepOnResourceCleanRulesMap,0,1
9,PieceStepOnResource,productName,240,101250
9,Piece,product,457,101250
9,PieceStep,selectedResourceName,408,101250
9,PieceStepOnResource,cleanRules,986,101250
9,PieceStepOnResource,isAllowedByResourceLink,1911,101250
9,PieceStepOnResource,hasMoveEarlierRuleFlag,910,101250
9,WorkOrder,isScheduledOnTime,14,1350
9,PieceStep,productId,229,101250
9,PieceStep,wipLimitaionDuration,645,101250
9,CleanRule,maxCleanModeFlag,1,150
9,PieceStep,isStarted,184,101250
9,PieceStep,selectedResource,186,101250
9,Piece,plannedStartTime,360,101250
9,PieceStep,operationTypeId,312,101250
9,PieceStep,feedbackAssignments,380,101250
9,Piece,hasFeedback,803,101250
9,PieceStepOnResource,moveEarlierOverlapDuration,802,101250
9,Piece,pieceSteps,668,101250
9,PieceStep,schedulerTime,347,101250
9,Piece,scheduleTime,687,101250
9,PieceStep,allowedPieceStepOnResources,644,101250
9,KPIPrefixSetupTotalTime,pieces,30,1
9,WorkOrder,lastPieceSteps,353,1350
9,Piece,productId,897,101250
9,PieceStep,previousPieceStep,411,101250
9,PieceStepOnResource,workShopId,670,101250
9,PieceStepOnResource,suffixCanBeFitForCalendar,1626,101250
9,PieceStep,batchDragFirstStepFlag,947,101250
9,WorkOrder,pieces,392049,1350
9,CleanRule,minCleanModeFlag,0,150
9,PieceStepOnResource,pieceStepNr,315,101250
9,PiecePlanner,pieceStepPieceStepOnResourcesMap,1068,1
9,WorkOrder,scheduledQuantity,284,1350
9,KPIDeliveryOnTimeRatioForQuantity,value,7,1
9,PieceStepOnResource,suffixDuration,1724,101250
9,Piece,orderPriority,437,101250
9,KPIManager,kpiValueDeliveryOnTimeRatioForPieces,0,1
9,PieceStep,nextStepStartWithSuffixEndFlag,207,101250
9,KPIScheduledRatioForQuantity,pieces,31,1
9,PieceStep,nextPieceSteps,484,101250
9,KPIManager,kpiValueDeliveryOnTimeRatioForWorkOrders,0,1
