sceneId,className,methodName,sumDuration,times
9,PieceStepOnResource,processCanBeFitForCalendar,929,67500
9,PieceStepOnResource,workOrder,271,67500
9,Piece,lastPieceStep,304,67500
9,Piece,isFrozen,588,67500
9,PiecePlanner,piecePieceStepsMap,322,1
9,WorkOrder,quantityDiffer,158,1350
9,Piece,isScheduled,296,67500
9,Piece,assignments,371,67500
9,Piece,firstPieceStep,297,67500
9,KPIManager,kpiValueScheduledRatioForQuantity,0,1
9,KPIResourceUtilization,pieces,13,1
9,PieceStep,previousPieceSteps,335,67500
9,PieceStepOnResource,moveEarlierDuration,612,67500
9,Piece,productName,341,67500
9,PieceStep,assignmentSuffixStartTime,183,67500
9,KPIDeliveryOnTimeRatioForQuantity,pieces,14,1
9,PieceStep,firstPieceStepFlag,212,67500
9,PieceStep,endTogether,132,67500
9,PieceStep,piecePlanner,208,67500
9,PieceStep,assignment,127,67500
9,WorkOrder,finishedQuantity,100,1350
9,PieceStepOnResource,suffixCanBeSplitForCalendar,1094,67500
9,Piece,pieceSizeQuantity,202,67500
9,PieceStepOnResource,startTogether,647,67500
9,PieceStep,selectedPieceStepOnResource,472,67500
9,PieceStep,hasWIPLimitFlag,719,67500
9,Piece,isScheduledOnTime,330,67500
9,PieceStepOnResource,resourceGroupId,284,67500
9,PieceStep,previousPieceStepsForPreviousRoutingStepsNr,655,67500
9,PieceStep,assignmentProcessEndTime,157,67500
9,PieceStep,assignmentEndTime,224,67500
9,PieceStep,batchDragLastStepFlag,718,67500
9,KPIScheduledRatioForPieces,value,183,1
9,PieceStepOnResource,resourceGroupName,225,67500
9,PieceStepOnResource,pieceStepOnResourceWithVices,277,67500
9,Piece,workShop,233,67500
9,PieceStepOnResource,suffixOccupyCapacity,1158,67500
9,PieceStepOnResource,piecePlanner,267,67500
9,PieceStepOnResource,productionTime,191,67500
9,PieceStep,assignmentProcessEndTimeIgnorePreviousSteps,137,67500
9,KPIManager,kpiValueScheduledRatioForPieces,0,1
9,KPIManager,kpiValueDeliveryOnTimeRatioForQuantity,0,1
9,KPIResourceUtilizationContainsTimeInterval,pieces,10,1
9,PieceStep,moveEarlierForceFlag,123,67500
9,PieceStepOnResource,pieceSizeQuantity,227,67500
9,PieceStep,assignmentPrefixEndTime,169,67500
9,KPIScheduledRatioForQuantity,value,8,1
9,KPIScheduledRatioForWorkOrders,pieces,16,1
9,WorkOrder,freezedQuantity,98,1350
9,PieceStep,hasFeedback,199,67500
9,KPIDeliveryOnTimeRatioForPieces,value,421,1
9,PieceStep,assignmentSuffixEndTime,159,67500
9,PieceStep,hasMoveEarlierRuleFlag,130,67500
9,PieceStepOnResource,operationTypeId,176,67500
9,PieceStep,dragSingleAssignmentFlag,768,67500
9,PieceStep,pieceSizeQuantity,133,67500
9,PieceStepOnResource,nextStepStartWithSuffixEndFlag,1102,67500
9,KPIScheduledRatioForPieces,pieces,15,1
9,PieceStepOnResource,productionSpeed,80366,67500
9,WorkOrder,isScheduled,126,1350
9,PieceStepOnResource,previousPieceStep,122,67500
9,PieceStep,lastPieceStepFlag,250,67500
9,Piece,isStarted,260,67500
9,PieceStep,workOrderNr,185,67500
9,PieceStepOnResource,resourceName,221,67500
9,WorkOrder,startedQuantity,95,1350
9,PieceStep,previousRoutingStepsNr,289,67500
9,KPIDeliveryOnTimeRatioForWorkOrders,pieces,12,1
9,PieceStepOnResource,resourceId,214,67500
9,PieceStep,isScheduledOnTime,151,67500
9,PieceStepOnResource,isAllowedByKT,82800,67500
9,KPIManager,kpiValueScheduledRatioForWorkOrders,0,1
9,PieceStepOnResource,moveEarlierForceFlag,650,67500
9,PieceStepOnResource,endTogether,646,67500
9,PieceStepOnResource,suffixDescription,1097,67500
9,PieceStep,isFinishedByInitialization,309,67500
9,PieceStep,workShop,283,67500
9,Piece,plannedEndTime,244,67500
9,PieceStep,isFinished,147,67500
9,PieceStep,assignmentStartTime,317,67500
9,KPIScheduledRatioForWorkOrders,value,14,1
9,PieceStep,productName,151,67500
9,PieceStepOnResource,productId,168,67500
9,PieceStep,assignmentProcessStartTime,197,67500
9,Piece,dueDate,273,67500
9,Piece,workShopId,158,67500
9,PieceStep,dragWholeOrderFlag,756,67500
9,PieceStep,sequenceNr,190,67500
9,KPIDeliveryOnTimeRatioForWorkOrders,value,3,1
9,PieceStep,workShopId,249,67500
9,PieceStep,allowedResourcesName,530,67500
9,PieceStep,processDuration,167,67500
9,PieceStepOnResource,leastSplitDuration,608,67500
9,PieceStepOnResource,product,233,67500
9,PieceStep,earliestPossibleStart,413,67500
9,PieceStep,isScheduled,222,67500
9,PieceStep,assignmentPrefixStartTime,209,67500
9,PieceStepOnResource,processCanBeSplitForCalendar,665,67500
9,PieceStep,pieceStepOnResources,441,67500
9,PieceStep,isFrozen,178,67500
9,PieceStep,feedbackAssignment,112,67500
9,PieceStepOnResource,isAllowed,367,67500
9,Piece,pieceSizeQuantityStringForEditPieceSize,234,67500
9,Piece,isFinished,240,67500
9,PieceStep,product,155,67500
9,PieceStep,assignmentProcessStartTimeIgnorePreviousSteps,169,67500
9,PieceStep,dragSinglePieceFlag,722,67500
9,PieceStep,allowedResources,348,67500
9,PieceStep,startTogether,191,67500
9,PieceStep,moveEarlierDuration,136,67500
9,PieceStep,earliestStartTimeForNextStep,261,67500
9,Piece,lastFinishedOperationTypeId,266,67500
9,PieceStep,nextPieceStep,212,67500
9,KPISuffixSetupTotalTime,pieces,9,1
9,KPIDeliveryOnTimeRatioForPieces,pieces,15,1
9,PiecePlanner,pieceStepOnResourceCleanRulesMap,1,1
9,PieceStepOnResource,productName,165,67500
9,Piece,product,273,67500
9,PieceStep,selectedResourceName,162,67500
9,PieceStepOnResource,cleanRules,395,67500
9,PieceStepOnResource,isAllowedByResourceLink,1098,67500
9,PieceStepOnResource,hasMoveEarlierRuleFlag,661,67500
9,WorkOrder,isScheduledOnTime,11,1350
9,PieceStep,productId,182,67500
9,PieceStep,wipLimitaionDuration,426,67500
9,CleanRule,maxCleanModeFlag,2,100
9,PieceStep,isStarted,117,67500
9,PieceStep,selectedResource,148,67500
9,Piece,plannedStartTime,239,67500
9,PieceStep,operationTypeId,148,67500
9,PieceStep,feedbackAssignments,208,67500
9,Piece,hasFeedback,456,67500
9,PieceStepOnResource,moveEarlierOverlapDuration,551,67500
9,Piece,pieceSteps,382,67500
9,PieceStep,schedulerTime,238,67500
9,Piece,scheduleTime,372,67500
9,PieceStep,allowedPieceStepOnResources,456,67500
9,KPIPrefixSetupTotalTime,pieces,9,1
9,WorkOrder,lastPieceSteps,183,1350
9,Piece,productId,525,67500
9,PieceStep,previousPieceStep,276,67500
9,PieceStepOnResource,workShopId,147,67500
9,PieceStepOnResource,suffixCanBeFitForCalendar,1048,67500
9,PieceStep,batchDragFirstStepFlag,640,67500
9,WorkOrder,pieces,205693,1350
9,CleanRule,minCleanModeFlag,0,100
9,PieceStepOnResource,pieceStepNr,194,67500
9,PiecePlanner,pieceStepPieceStepOnResourcesMap,219,1
9,WorkOrder,scheduledQuantity,317,1350
9,KPIDeliveryOnTimeRatioForQuantity,value,6,1
9,PieceStepOnResource,suffixDuration,1144,67500
9,Piece,orderPriority,305,67500
9,KPIManager,kpiValueDeliveryOnTimeRatioForPieces,0,1
9,PieceStep,nextStepStartWithSuffixEndFlag,155,67500
9,KPIScheduledRatioForQuantity,pieces,12,1
9,PieceStep,nextPieceSteps,298,67500
9,KPIManager,kpiValueDeliveryOnTimeRatioForWorkOrders,0,1
